Participant #,Q_No,Fix or NoFix,AnswerKey,Answer,Aha,Solving_Time,Blur_Time,EnterAns_Time,FinishAns_Time,Index
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,002,Fix,true,信,no,10.457,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,001,NoFix,false,旗,no,10.825,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,012,Fix,false,,no,45,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,011,NoFix,true,白,yes,5.927,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,022,Fix,false,,no,45,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,021,NoFix,true,退,yes,6.37,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,032,Fix,false,,no,45,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,031,NoFix,false,,no,45,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,042,Fix,false,,no,45,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,041,NoFix,false,口,no,3.047,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,051,Fix,false,分,no,12.629,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,052,NoFix,false,,no,45,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,062,Fix,false,念,no,20.983,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,061,NoFix,false,,no,45,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,071,Fix,false,,no,45,,,,
2021-09-21T05:49:40 8fb246c-b474-1fac-a2fd-fdce7b208da3,072,NoFix,true,算,yes,5.372,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,001,Fix,true,隊,no,18.06,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,002,NoFix,false,,no,45,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,011,Fix,true,白,yes,4.66,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,012,NoFix,true,面,yes,16.887,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,021,Fix,false,,no,45,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,022,NoFix,true,難,yes,6.548,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,031,Fix,true,楽,yes,9.443,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,032,NoFix,true,機,yes,5.578,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,042,Fix,false,,no,45,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,041,NoFix,false,,no,45,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,052,Fix,false,,no,45,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,051,NoFix,false,,no,45,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,061,Fix,false,実,no,13.59,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,062,NoFix,true,策,yes,8.572,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,071,Fix,false,,no,45,,,,
2021-09-21T06:25:10 d6eafa-b672-a7b7-638-634526f83e,072,NoFix,false,,no,45,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,001,Fix,true,隊,no,14.014,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,002,NoFix,false,心,no,13.467,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,012,Fix,true,面,no,9.081,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,011,NoFix,true,白,no,15.916,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,022,Fix,false,,no,19.491,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,021,NoFix,true,退,no,3.698,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,031,Fix,false,,no,45,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,032,NoFix,false,期,no,37.575,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,041,Fix,false,心,no,34.886,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,042,NoFix,false,,no,45,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,051,Fix,false,,no,43.839,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,052,NoFix,true,束,no,5.921,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,061,Fix,false,,no,45,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,062,NoFix,false,敗,no,44.458,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,072,Fix,false,走,no,25.04,,,,
2021-09-21T06:30:06 b2f0bf-c2bf-5e4a-6608-f85d7f8a528,071,NoFix,false,,no,45,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,001,Fix,false,士,no,13.993,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,002,NoFix,true,信,yes,28.364,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,012,Fix,true,面,yes,6.397,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,011,NoFix,true,白,yes,12.628,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,022,Fix,true,難,yes,13.273,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,021,NoFix,true,退,yes,23.388,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,032,Fix,false,,no,45,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,031,NoFix,true,楽,yes,3.359,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,041,Fix,true,告,yes,6.573,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,042,NoFix,true,定,yes,14.228,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,051,Fix,false,,no,45,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,052,NoFix,false,,no,45,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,061,Fix,false,実,no,23.923,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,062,NoFix,false,,no,45,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,071,Fix,false,,no,45,,,,
2021-09-21T06:33:10 e0aba13-dd72-afdb-c0fa-85f862cf2670,072,NoFix,false,点,no,25.244,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,001,Fix,true,隊,no,15.885,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,002,NoFix,true,信,no,10.616,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,012,Fix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,011,NoFix,true,白,no,4.446,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,022,Fix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,021,NoFix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,032,Fix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,031,NoFix,true,楽,no,8.119,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,042,Fix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,041,NoFix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,051,Fix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,052,NoFix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,061,Fix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,062,NoFix,true,策,yes,26.884,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,072,Fix,false,,no,45,,,,
2021-09-21T06:34:18 c0a07-71e-4a7a-037c-3e2633e74aa7,071,NoFix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,002,Fix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,001,NoFix,true,隊,no,9.573,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,011,Fix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,012,NoFix,false,作,no,37.756,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,021,Fix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,022,NoFix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,032,Fix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,031,NoFix,true,楽,yes,8.692,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,042,Fix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,041,NoFix,true,告,yes,4.131,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,052,Fix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,051,NoFix,true,電,yes,4.942,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,062,Fix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,061,NoFix,false,白,no,10.807,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,071,Fix,false,,no,45,,,,
2021-09-21T06:34:50 c4237e0-4d14-616-16b5-208ebfce376,072,NoFix,false,目,no,44.69,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,002,Fix,true,信,yes,10.769,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,001,NoFix,false,士,no,3.528,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,012,Fix,false,程,no,43.124,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,011,NoFix,false,分,no,23.015,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,021,Fix,true,退,yes,5.607,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,022,NoFix,false,行,no,41.418,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,032,Fix,false,期,no,18.437,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,031,NoFix,false,喜,no,23.059,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,041,Fix,false,,no,45,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,042,NoFix,true,定,yes,4.161,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,051,Fix,false,達,no,40.201,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,052,NoFix,false,納,no,26.852,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,062,Fix,false,心,no,44.25,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,061,NoFix,false,,no,45,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,071,Fix,false,新,no,25.445,,,,
2021-09-21T06:36:07 c3b26c7-022-8d1-3b61-412a8c158c,072,NoFix,false,転,no,7.503,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,001,Fix,false,器,no,37.306,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,002,NoFix,true,信,yes,5.276,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,011,Fix,true,白,no,8.762,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,012,NoFix,true,面,yes,37.283,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,022,Fix,false,性,no,38.914,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,021,NoFix,true,退,yes,4.002,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,032,Fix,true,機,yes,38.163,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,031,NoFix,false,,no,45,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,041,Fix,true,告,no,14.471,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,042,NoFix,false,心,no,23.705,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,051,Fix,false,,no,45,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,052,NoFix,false,集,no,40.729,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,062,Fix,false,敗,no,39.264,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,061,NoFix,true,空,yes,16.806,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,071,Fix,false,長,no,41.799,,,,
2021-09-21T06:39:15 cf0612a-e1b5-0dd5-e5a3-4213f654ecc,072,NoFix,false,技,no,34.174,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,002,Fix,true,信,yes,12.548,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,001,NoFix,true,隊,yes,3.745,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,012,Fix,false,,no,45,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,011,NoFix,true,白,yes,8.789,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,022,Fix,true,難,yes,13.571,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,021,NoFix,true,退,no,12.658,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,031,Fix,false,,no,45,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,032,NoFix,false,,no,45,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,042,Fix,false,,no,45,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,041,NoFix,false,域,no,18.9,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,051,Fix,true,電,yes,22.416,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,052,NoFix,false,,no,45,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,061,Fix,false,像,no,33.599,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,062,NoFix,false,像,no,20.676,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,071,Fix,false,度,no,38.843,,,,
2021-09-21T06:44:47 3154fa7-bc0-1828-0507-f72ca4070f,072,NoFix,true,算,yes,6.891,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,002,Fix,true,信,no,11.285,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,001,NoFix,true,隊,yes,4.123,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,011,Fix,false,,no,45,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,012,NoFix,true,面,no,12.079,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,022,Fix,false,,no,45,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,021,NoFix,false,,no,45,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,032,Fix,true,機,no,23.066,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,031,NoFix,true,楽,yes,4.551,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,042,Fix,true,定,no,11.437,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,041,NoFix,true,告,no,4.029,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,051,Fix,true,電,no,17.134,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,052,NoFix,false,,no,45,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,062,Fix,false,敗,no,7.694,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,061,NoFix,false,無,no,5.319,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,071,Fix,false,,no,45,,,,
2021-09-21T06:47:26 fc3fddf-fee2-3bee-272-285f0b88ab67,072,NoFix,false,説,no,7.432,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,002,Fix,true,信,yes,5.726,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,001,NoFix,true,隊,yes,10.858,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,011,Fix,true,白,yes,7.36,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,012,NoFix,true,面,yes,38.296,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,022,Fix,true,難,yes,23.692,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,021,NoFix,false,書,no,35.122,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,031,Fix,false,,no,45,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,032,NoFix,true,機,yes,9.109,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,042,Fix,false,,no,45,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,041,NoFix,true,告,yes,4.043,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,051,Fix,false,,no,45,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,052,NoFix,true,束,yes,9.26,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,061,Fix,true,空,yes,34.876,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,062,NoFix,true,策,yes,4.325,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,071,Fix,false,,no,45,,,,
2021-09-21T06:50:53 d2110e6-5c25-ba0a-7e8b-63e3aec421f,072,NoFix,true,算,yes,3.84,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,002,Fix,true,信,yes,5.479,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,001,NoFix,true,隊,yes,9.318,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,011,Fix,true,白,yes,12.522,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,012,NoFix,true,面,yes,21.872,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,021,Fix,true,退,yes,9.86,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,022,NoFix,true,難,no,15.743,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,032,Fix,true,機,yes,7.29,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,031,NoFix,true,楽,yes,4.616,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,042,Fix,false,心,no,17.356,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,041,NoFix,true,告,yes,42.694,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,052,Fix,false,,no,45,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,051,NoFix,false,分,no,22.902,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,061,Fix,true,空,no,34.258,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,062,NoFix,false,礼,no,37.565,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,072,Fix,true,算,yes,29.283,,,,
2021-09-21T07:00:26 73c673-186-a223-5774-73cccfc37e5,071,NoFix,false,端,no,39.745,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,002,Fix,true,信,yes,3.403,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,001,NoFix,true,隊,yes,6.574,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,012,Fix,true,面,yes,31.875,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,011,NoFix,false,剰,no,41.577,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,022,Fix,false,人,no,37.066,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,021,NoFix,true,退,yes,5.387,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,032,Fix,true,機,yes,8.905,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,031,NoFix,false,感,no,42.479,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,041,Fix,false,報,no,23.035,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,042,NoFix,true,定,yes,8.541,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,052,Fix,false,着,no,40.546,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,051,NoFix,false,分,no,42.713,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,061,Fix,false,,no,45,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,062,NoFix,false,数,no,28.574,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,071,Fix,false,小,no,41.919,,,,
2021-09-21T07:02:05 31b8b37-cf64-1ed0-755c-1885860107fd,072,NoFix,true,算,yes,6.645,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,001,Fix,true,隊,yes,4.013,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,002,NoFix,true,信,yes,6.508,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,012,Fix,false,,no,45,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,011,NoFix,false,計,no,40.357,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,022,Fix,true,難,yes,6.684,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,021,NoFix,true,退,yes,12.662,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,032,Fix,false,,no,45,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,031,NoFix,false,,no,45,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,041,Fix,false,報,no,29.01,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,042,NoFix,false,生,no,19.37,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,051,Fix,false,填,no,32.756,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,052,NoFix,false,飾,no,24.348,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,062,Fix,false,念,no,17.62,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,061,NoFix,true,空,yes,7.212,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,071,Fix,false,,no,45,,,,
2021-09-21T07:14:00 b3dfc5-bb3b-a0dd-374d-b6d8d081e84d,072,NoFix,false,目,no,27.365,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,002,Fix,false,子,no,38.123,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,001,NoFix,true,隊,yes,6.712,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,012,Fix,false,,no,45,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,011,NoFix,true,白,yes,8.894,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,022,Fix,true,難,no,34.262,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,021,NoFix,false,,no,45,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,031,Fix,false,,no,45,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,032,NoFix,false,約,no,25.832,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,042,Fix,true,定,yes,27.197,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,041,NoFix,true,告,no,17.618,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,051,Fix,false,日,no,15.483,,,,
2021-09-21T07:25:20 d7d048-80e5-8388-6b4-03f6fed4e8f8,052,NoFix,false,飾,no,22.758,,,,
